T,mbatch,time_cost,best,lowerbound
2,7,3.098069190979004,32507.0,27425.0
2,7,3.098761796951294,32771.0,27425.0
2,7,3.0900323390960693,32241.0,27425.0
2,7,3.099761724472046,32742.0,27425.0
2,7,3.0870401859283447,32743.0,27425.0
2,7,3.1201438903808594,32773.0,27425.0
2,7,3.0815348625183105,32743.0,27425.0
2,7,3.0923006534576416,32773.0,27425.0
2,7,3.11287784576416,32773.0,27425.0
2,7,3.1264233589172363,32772.0,27425.0
2,8,3.3134803771972656,35631.0,29812.0
2,8,3.326972246170044,35631.0,29812.0
2,8,3.311328172683716,35631.0,29812.0
2,8,3.288447380065918,35631.0,29812.0
2,8,3.296100616455078,35630.0,29812.0
2,8,3.2861733436584473,35632.0,29812.0
2,8,3.3029541969299316,35631.0,29812.0
2,8,3.2735555171966553,35632.0,29812.0
2,8,3.334273338317871,35632.0,29812.0
2,8,3.2866718769073486,35632.0,29812.0
2,9,3.445152759552002,40873.0,32498.0
2,9,3.5047621726989746,38873.0,32498.0
2,9,3.639857292175293,35623.0,32498.0
2,9,3.495051145553589,35623.0,32498.0
2,9,3.482576370239258,35623.0,32498.0
2,9,3.4718804359436035,35623.0,32498.0
2,9,3.494903802871704,40872.0,32498.0
2,9,3.840130090713501,62623.0,32498.0
2,9,3.661952495574951,40873.0,32498.0
2,9,3.463989019393921,38873.0,32498.0
4,1,4.269452333450317,17567.0,16247.0
4,1,4.279678583145142,17567.0,16251.0
4,1,4.278395891189575,17567.0,16251.0
4,1,4.28531551361084,17567.0,16244.0
4,1,4.296493053436279,17567.0,16246.0
4,1,4.250654220581055,17567.0,16250.0
4,1,4.269403696060181,17567.0,16250.0
4,1,4.2737085819244385,17567.0,16251.0
4,1,4.255117416381836,17567.0,16250.0
4,1,4.283751487731934,17567.0,16249.0
4,2,4.43391227722168,21470.0,19436.0
4,2,4.436132192611694,21343.0,19436.0
4,2,4.422423839569092,21437.0,19436.0
4,2,4.426721096038818,21437.0,19436.0
4,2,4.461692810058594,21437.0,19436.0
4,2,4.413591384887695,21437.0,19436.0
4,2,4.43358850479126,21094.0,19436.0
4,2,4.422732353210449,21310.0,19436.0
4,2,4.406473875045776,21437.0,19436.0
4,2,4.421177387237549,21437.0,19436.0
4,3,4.551732063293457,25757.0,23156.0
4,3,4.566640853881836,25779.0,23156.0
4,3,4.6024534702301025,25779.0,23156.0
4,3,4.563124418258667,25847.0,23156.0
4,3,4.542438268661499,25779.0,23156.0
4,3,4.565597295761108,25779.0,23156.0
4,3,4.541795253753662,25847.0,23156.0
4,3,4.557633638381958,25779.0,23156.0
4,3,4.574894428253174,25757.0,23156.0
4,3,4.563427925109863,25779.0,23156.0
4,4,4.75157904624939,28405.0,24690.0
4,4,4.700335264205933,28516.0,24690.0
4,4,4.69225549697876,28579.0,24690.0
4,4,4.6947855949401855,28579.0,24690.0
4,4,4.724668264389038,27929.0,24690.0
4,4,4.694043159484863,28818.0,24690.0
4,4,4.720415115356445,28579.0,24690.0
4,4,4.68878436088562,28402.0,24690.0
4,4,4.692001104354858,27927.0,24690.0
4,4,4.743284463882446,28340.0,24690.0
4,5,4.8853960037231445,29714.0,25235.0
4,5,4.907071828842163,30300.0,25235.0
4,5,4.848478555679321,30377.0,25235.0
4,5,4.968980550765991,29961.0,25235.0
4,5,4.84627628326416,30043.0,25235.0
4,5,4.839606761932373,29704.0,25235.0
4,5,4.886181116104126,29961.0,25235.0
4,5,4.901459217071533,29961.0,25235.0
4,5,4.872885227203369,30053.0,25235.0
4,5,4.84566068649292,30300.0,25235.0
4,6,5.005138635635376,29581.0,25895.0
4,6,5.0164735317230225,29520.0,25895.0
4,6,5.006499290466309,29520.0,25895.0
4,6,4.990895748138428,29229.0,25895.0
4,6,4.98093843460083,29520.0,25895.0
4,6,4.994272232055664,29520.0,25895.0
4,6,4.970476388931274,29520.0,25895.0
4,6,5.07776951789856,29453.0,25895.0
4,6,5.011528491973877,29229.0,25895.0
4,6,4.956326246261597,29423.0,25895.0
4,7,5.117640018463135,32743.0,27425.0
4,7,5.128512144088745,32507.0,27425.0
4,7,5.175802946090698,32479.0,27425.0
4,7,5.184678792953491,32241.0,27425.0
4,7,5.1407859325408936,32241.0,27425.0
4,7,5.12990665435791,32743.0,27425.0
4,7,5.087615728378296,32743.0,27425.0
4,7,5.1419970989227295,32241.0,27425.0
4,7,5.137316942214966,32743.0,27425.0
4,7,5.203864097595215,32507.0,27425.0
4,8,5.359296798706055,35376.0,29812.0
4,8,5.332578420639038,35376.0,29812.0
4,8,5.31482720375061,35187.0,29812.0
4,8,5.289788484573364,35376.0,29812.0
4,8,5.283214330673218,35632.0,29812.0
4,8,5.446613311767578,35376.0,29812.0
4,8,5.277102947235107,35376.0,29812.0
4,8,5.279799699783325,35376.0,29812.0
4,8,5.351960897445679,35187.0,29812.0
4,8,5.288249254226685,35376.0,29812.0
4,9,5.420392990112305,38873.0,32498.0
4,9,5.449984788894653,38873.0,32498.0
4,9,5.433522462844849,38623.0,32498.0
4,9,5.464593887329102,38873.0,32498.0
4,9,5.483230829238892,35623.0,32498.0
4,9,5.3532257080078125,35623.0,32498.0
4,9,5.4989542961120605,35623.0,32498.0
4,9,5.555551528930664,38873.0,32498.0
4,9,5.509031534194946,35623.0,32498.0
4,9,5.503077745437622,35623.0,32498.0
8,1,8.29976773262024,17567.0,16279.0
8,1,8.293423414230347,17567.0,16275.0
8,1,8.281445741653442,17567.0,16278.0
8,1,8.28658938407898,17567.0,16278.0
8,1,8.279391288757324,17567.0,16284.0
8,1,8.288657426834106,17567.0,16277.0
8,1,8.31686544418335,17567.0,16281.0
8,1,8.321596622467041,17567.0,16283.0
8,1,8.285932540893555,17567.0,16279.0
8,1,8.293168306350708,17567.0,16274.0
8,2,8.418674945831299,21310.0,19436.0
8,2,8.453709840774536,21061.0,19436.0
8,2,8.409257888793945,21061.0,19436.0
8,2,8.434446573257446,21061.0,19436.0
8,2,8.417052268981934,21310.0,19436.0
8,2,8.42122745513916,21311.0,19436.0
8,2,8.411564111709595,21437.0,19436.0
8,2,8.42014765739441,21437.0,19436.0
8,2,8.416269779205322,21437.0,19436.0
8,2,8.401206254959106,21061.0,19436.0
8,3,8.54975414276123,25268.0,23156.0
8,3,8.59963870048523,25757.0,23156.0
8,3,8.588367223739624,25336.0,23156.0
8,3,8.576957941055298,25757.0,23156.0
8,3,8.580885410308838,25336.0,23156.0
8,3,8.607744932174683,25336.0,23156.0
8,3,8.55221700668335,25336.0,23156.0
8,3,8.616557359695435,25757.0,23156.0
8,3,8.560630559921265,25779.0,23156.0
8,3,8.573477029800415,25779.0,23156.0
8,4,8.717839002609253,28341.0,24690.0
8,4,8.738228797912598,28405.0,24690.0
8,4,8.76469373703003,28579.0,24690.0
8,4,8.733290672302246,28166.0,24690.0
8,4,8.701589107513428,28166.0,24690.0
8,4,8.768218517303467,27992.0,24690.0
8,4,8.701119184494019,27753.0,24690.0
8,4,8.689632654190063,28579.0,24690.0
8,4,8.700632333755493,28166.0,24690.0
8,4,8.721186637878418,28579.0,24690.0
8,5,8.843319416046143,29704.0,25235.0
8,5,8.856034278869629,29714.0,25235.0
8,5,8.88663911819458,29715.0,25235.0
8,5,8.855695486068726,30310.0,25235.0
8,5,8.837922096252441,30053.0,25235.0
8,5,8.835379123687744,29388.0,25235.0
8,5,8.88111400604248,30053.0,25235.0
8,5,8.860563516616821,30053.0,25235.0
8,5,8.854247093200684,28686.0,25235.0
8,5,8.837224245071411,30382.0,25235.0
8,6,9.02355670928955,29520.0,25895.0
8,6,8.989699602127075,29229.0,25895.0
8,6,9.028430461883545,29295.0,25895.0
8,6,9.01134967803955,29229.0,25895.0
8,6,9.038116693496704,29229.0,25895.0
8,6,9.038920640945435,29097.0,25895.0
8,6,8.997195720672607,29295.0,25895.0
8,6,9.038788557052612,29229.0,25895.0
8,6,9.006288766860962,29520.0,25895.0
8,6,9.0147066116333,29678.0,25895.0
8,7,9.147798299789429,31177.0,27425.0
8,7,9.199376106262207,30881.0,27425.0
8,7,9.277297258377075,32213.0,27425.0
8,7,9.267715215682983,32507.0,27425.0
8,7,9.1886465549469,32743.0,27425.0
8,7,9.174139022827148,32477.0,27425.0
8,7,9.182870388031006,32507.0,27425.0
8,7,9.172715187072754,32507.0,27425.0
8,7,9.273791074752808,32213.0,27425.0
8,7,9.269034624099731,31149.0,27425.0
8,8,9.350769758224487,34864.0,29812.0
8,8,9.340237855911255,35376.0,29812.0
8,8,9.362162590026855,35187.0,29812.0
8,8,9.424209594726562,35187.0,29812.0
8,8,9.314409732818604,35120.0,29812.0
8,8,9.316048622131348,35376.0,29812.0
8,8,9.363120079040527,34931.0,29812.0
8,8,9.361538171768188,35376.0,29812.0
8,8,9.34097957611084,35376.0,29812.0
8,8,9.340796947479248,35376.0,29812.0
8,9,9.47444200515747,35623.0,32498.0
8,9,9.54785418510437,35373.0,32498.0
8,9,9.538806200027466,35373.0,32498.0
8,9,9.502087831497192,35623.0,32498.0
8,9,9.465376615524292,38873.0,32498.0
8,9,9.502301692962646,35494.0,32498.0
8,9,9.49343991279602,35622.0,32498.0
8,9,9.490271091461182,38872.0,32498.0
8,9,9.470832347869873,35373.0,32498.0
8,9,9.612713813781738,35623.0,32498.0
12,1,12.262685060501099,17567.0,16298.0
12,1,12.301121473312378,17567.0,16309.0
12,1,12.302547216415405,17567.0,16307.0
12,1,12.276538848876953,17567.0,16307.0
12,1,12.282362699508667,17567.0,16308.0
12,1,12.31822156906128,17567.0,16310.0
12,1,12.263278484344482,17567.0,16314.0
12,1,12.29810881614685,17567.0,16306.0
12,1,12.281976699829102,17567.0,16310.0
12,1,12.26648497581482,17567.0,16309.0
12,2,12.41545557975769,20996.0,19436.0
12,2,12.424173593521118,21311.0,19436.0
12,2,12.435599327087402,21310.0,19436.0
12,2,12.4172842502594,21094.0,19436.0
12,2,12.471630096435547,20590.0,19436.0
12,2,12.4167959690094,21310.0,19436.0
12,2,12.418472290039062,20747.0,19436.0
12,2,12.40415072441101,21061.0,19436.0
12,2,12.426067352294922,21437.0,19436.0
12,2,12.43390703201294,21310.0,19436.0
12,3,12.618198871612549,25757.0,23156.0
12,3,12.58680534362793,25779.0,23156.0
12,3,12.58232069015503,25268.0,23156.0
12,3,12.61998438835144,25757.0,23156.0
12,3,12.605692148208618,25336.0,23156.0
12,3,12.566045761108398,25245.0,23156.0
12,3,12.583986759185791,25336.0,23156.0
12,3,12.590023517608643,25336.0,23156.0
12,3,12.587795495986938,25336.0,23156.0
12,3,12.56615662574768,25268.0,23156.0
12,4,12.725301265716553,27864.0,24690.0
12,4,12.709235191345215,28166.0,24690.0
12,4,12.735185384750366,27992.0,24690.0
12,4,12.686492681503296,28368.0,24690.0
12,4,12.698952674865723,27579.0,24690.0
12,4,12.762019634246826,28166.0,24690.0
12,4,12.718727827072144,28166.0,24690.0
12,4,12.740489482879639,28340.0,24690.0
12,4,12.729135274887085,28369.0,24690.0
12,4,12.685901641845703,27992.0,24690.0
12,5,12.886532306671143,30053.0,25235.0
12,5,12.863158226013184,29704.0,25235.0
12,5,12.861121892929077,29714.0,25235.0
12,5,12.889276027679443,29704.0,25235.0
12,5,12.926948070526123,29714.0,25235.0
12,5,12.887994050979614,29704.0,25235.0
12,5,12.886677503585815,30043.0,25235.0
12,5,12.848487854003906,29375.0,25235.0
12,5,12.904648780822754,29375.0,25235.0
12,5,13.024539470672607,30053.0,25235.0
12,6,12.993138074874878,29520.0,25895.0
12,6,13.042459487915039,29520.0,25895.0
12,6,13.003381729125977,29678.0,25895.0
12,6,13.051666021347046,29387.0,25895.0
12,6,13.026041746139526,28938.0,25895.0
12,6,13.00551962852478,29295.0,25895.0
12,6,13.022514820098877,29436.0,25895.0
12,6,12.992597818374634,29229.0,25895.0
12,6,13.023321151733398,29520.0,25895.0
12,6,12.972664594650269,29678.0,25895.0
12,7,13.124322891235352,32241.0,27425.0
12,7,13.145469188690186,32743.0,27425.0
12,7,13.196897745132446,32241.0,27425.0
12,7,13.186407804489136,32241.0,27425.0
12,7,13.15580677986145,31947.0,27425.0
12,7,13.16419529914856,32507.0,27425.0
12,7,13.12602972984314,32213.0,27425.0
12,7,13.168953657150269,32507.0,27425.0
12,7,13.179214000701904,30351.0,27425.0
12,7,13.178510427474976,32743.0,27425.0
12,8,13.32237195968628,35376.0,29812.0
12,8,13.329028606414795,35376.0,29812.0
12,8,13.321925640106201,35376.0,29812.0
12,8,13.338021278381348,35120.0,29812.0
12,8,13.32334280014038,35120.0,29812.0
12,8,13.331031560897827,35120.0,29812.0
12,8,13.309326648712158,35187.0,29812.0
12,8,13.330755710601807,35376.0,29812.0
12,8,13.444764375686646,35376.0,29812.0
12,8,13.339146852493286,32883.0,29812.0
12,9,13.459197044372559,38623.0,32498.0
12,9,13.516515016555786,38373.0,32498.0
12,9,13.483846187591553,35494.0,32498.0
12,9,13.477441787719727,35623.0,32498.0
12,9,13.484249830245972,38494.0,32498.0
12,9,13.54599905014038,38623.0,32498.0
12,9,13.499078035354614,38873.0,32498.0
12,9,13.512406587600708,35623.0,32498.0
12,9,13.447825908660889,35623.0,32498.0
12,9,13.66925859451294,38873.0,32498.0
16,1,16.25034737586975,17567.0,16337.0
16,1,16.295409202575684,17567.0,16339.0
16,1,16.282459020614624,17567.0,16331.0
16,1,16.26587176322937,17567.0,16334.0
16,1,16.28036117553711,17567.0,16334.0
16,1,16.285566806793213,17567.0,16339.0
16,1,16.27527666091919,17567.0,16340.0
16,1,16.282968759536743,17567.0,16335.0
16,1,16.28236150741577,17567.0,16335.0
16,1,16.26398229598999,17567.0,16328.0
16,2,16.430864095687866,20747.0,19436.0
16,2,16.430251598358154,21061.0,19436.0
16,2,16.429430961608887,21061.0,19436.0
16,2,16.43751072883606,20747.0,19436.0
16,2,16.419370412826538,21061.0,19436.0
16,2,16.434791088104248,21061.0,19436.0
16,2,16.408576011657715,21061.0,19436.0
16,2,16.432799100875854,20904.0,19436.0
16,2,16.41644048690796,21061.0,19436.0
16,2,16.46856117248535,21094.0,19436.0
16,3,16.580527782440186,25268.0,23156.0
16,3,16.5690279006958,25336.0,23156.0
16,3,16.589078187942505,25268.0,23156.0
16,3,16.603941917419434,25336.0,23156.0
16,3,16.619327783584595,25757.0,23156.0
16,3,16.582202196121216,25268.0,23156.0
16,3,16.605114936828613,25734.0,23156.0
16,3,16.571171283721924,25757.0,23156.0
16,3,16.58814573287964,26177.0,23156.0
16,3,16.56317901611328,25268.0,23156.0
16,4,16.733978509902954,27927.0,24690.0
16,4,16.72695565223694,27579.0,24690.0
16,4,16.758512496948242,27542.0,24690.0
16,4,16.696266174316406,27340.0,24690.0
16,4,16.71308183670044,26101.0,24690.0
16,4,16.73284125328064,27579.0,24690.0
16,4,16.744496822357178,27579.0,24690.0
16,4,16.737321138381958,26928.0,24690.0
16,4,16.776153326034546,27340.0,24690.0
16,4,16.70577573776245,27514.0,24690.0
16,5,16.89756989479065,30043.0,25235.0
16,5,16.878073692321777,30043.0,25235.0
16,5,16.858439207077026,29375.0,25235.0
16,5,16.83380389213562,29704.0,25235.0
16,5,16.902280807495117,29375.0,25235.0
16,5,16.860780715942383,29714.0,25235.0
16,5,16.867253303527832,29622.0,25235.0
16,5,16.90725612640381,29375.0,25235.0
16,5,16.87006664276123,30043.0,25235.0
16,5,16.896825551986694,28707.0,25235.0
16,6,16.989067316055298,29436.0,25895.0
16,6,17.05218505859375,29678.0,25895.0
16,6,17.000766277313232,29520.0,25895.0
16,6,17.0331552028656,29520.0,25895.0
16,6,17.05164647102356,28938.0,25895.0
16,6,17.00991129875183,29229.0,25895.0
16,6,17.021621704101562,29520.0,25895.0
16,6,16.569046020507812,29229.0,25895.0
16,6,17.04713010787964,29520.0,25895.0
16,6,16.994036436080933,29520.0,25895.0
16,7,17.149857759475708,31443.0,27425.0
16,7,17.137009382247925,32241.0,27425.0
16,7,17.190021514892578,32715.0,27425.0
16,7,17.18481206893921,32241.0,27425.0
16,7,17.225733041763306,32507.0,27425.0
16,7,17.23486590385437,32507.0,27425.0
16,7,17.236681938171387,31616.0,27425.0
16,7,17.202821016311646,32743.0,27425.0
16,7,17.211535215377808,32241.0,27425.0
16,7,17.284066677093506,31976.0,27425.0
16,8,17.35333013534546,35376.0,29812.0
16,8,17.39555597305298,35120.0,29812.0
16,8,17.36688494682312,35187.0,29812.0
16,8,17.29439902305603,35120.0,29812.0
16,8,17.36646556854248,35187.0,29812.0
16,8,17.335450172424316,35376.0,29812.0
16,8,17.388522624969482,35120.0,29812.0
16,8,17.368053436279297,35376.0,29812.0
16,8,17.34015393257141,35120.0,29812.0
16,8,17.356600284576416,35187.0,29812.0
16,9,17.47905993461609,35623.0,32498.0
16,9,17.545696258544922,38623.0,32498.0
16,9,17.473926067352295,38623.0,32498.0
16,9,17.514490127563477,35373.0,32498.0
16,9,17.477678537368774,35373.0,32498.0
16,9,17.582134008407593,35494.0,32498.0
16,9,17.489133834838867,35374.0,32498.0
16,9,17.53306770324707,38623.0,32498.0
16,9,17.588011980056763,35494.0,32498.0
16,9,17.494619131088257,35373.0,32498.0
