timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-06-23T13:37:32,codecarbon,None,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,46.34128813999996,0.00011874442867814666,2.5623894683162937e-06,6.500000000000002,0,20.0,7.91469633283335e-05,0.0,0.00024352140306111025,0.0003226683663894437,United States,USA,illinois,,,Linux-6.11.0-26-generic-x86_64-with-glibc2.39,3.10.18,3.0.2,12,AMD Ryzen 5 9600X 6-Core Processor,0,,-88.2365,40.112,30.492755889892578,machine,N,1.0
