2 2 3, 1.0
2 2 4, 1.0
2 2 5, 1.0
2 2 6, 1.0
2 2 7, 1.0
2 2 8, 1.0
2 2 9, 1.0
2 2 10, 1.0
2 3 3, 1.0
2 3 4, 1.0
2 3 5, 1.0
2 3 6, 1.0
2 3 7, 1.0
2 3 8, 1.0
2 3 9, 1.0134831460674156
2 3 10, 1.0063829787234042
2 4 3, 1.0
2 4 4, 1.0
2 4 5, 1.0
2 4 6, 1.0
2 4 7, 1.0
2 4 8, 1.0
2 4 9, 1.0
2 4 10, 1.0237341772151898
2 5 3, 1.0
2 5 4, 1.0
2 5 5, 1.0
2 5 6, 1.0
2 5 7, 1.0
2 5 8, 1.0
2 5 9, 1.0
2 5 10, 1.008254716981132
2 6 3, 1.0
2 6 4, 1.0
2 6 5, 1.0
2 6 6, 1.0
2 6 7, 1.0
2 6 8, 1.0159786950732357
2 6 9, 1.0
2 6 10, 1.0285087719298245
2 7 3, 1.0
2 7 4, 1.0
2 7 5, 1.0
2 7 6, 1.009845288326301
2 7 7, 1.0
2 7 8, 1.022653721682848
2 7 9, 1.0132517838939856
2 7 10, 1.0226654578422485
2 8 3, 1.0
2 8 4, 1.0
2 8 5, 1.0
2 8 6, 1.010126582278481
2 8 7, 1.0265577119509703
2 8 8, 1.0
2 8 9, 1.0025641025641026
2 8 10, 1.0379032258064516
2 9 3, 1.0
2 9 4, 1.0
2 9 5, 1.0
2 9 6, 1.017103762827822
2 9 7, 1.0166358595194085
2 9 8, 1.038655462184874
2 9 9, 1.0217729393468118
2 9 10, 1.01536312849162
2 10 3, 1.0
2 10 4, 1.0
2 10 5, 1.0
2 10 6, 1.018181818181818
2 10 7, 1.0227094753328112
2 10 8, 1.0287610619469028
2 10 9, 1.024480712166172
2 10 10, 1.0150470219435737
3 3 3, 1.0
3 3 4, 1.0
3 3 5, 1.0
3 3 6, 1.0
3 3 7, 1.0
3 3 8, 1.038709677419355
3 3 9, 1.0865384615384615
3 3 10, 1.0581717451523547
3 4 3, 1.0
3 4 4, 1.0
3 4 5, 1.0
