2 2 3, 1.0
2 2 4, 1.0
2 2 5, 1.0
2 2 6, 1.0
2 2 7, 1.0
2 2 8, 1.0
2 2 9, 1.0
2 2 10, 1.0
2 3 3, 1.0
2 3 4, 1.0
2 3 5, 1.0
2 3 6, 1.0
2 3 7, 1.0
2 3 8, 1.0
2 3 9, 1.0207852193995381
2 3 10, 1.0
2 4 3, 1.0
2 4 4, 1.0
2 4 5, 1.0
2 4 6, 1.0
2 4 7, 1.0
2 4 8, 1.0
2 4 9, 1.0560578661844484
2 4 10, 1.0193548387096774
2 5 3, 1.0
2 5 4, 1.0
2 5 5, 1.0
2 5 6, 1.0
2 5 7, 1.011764705882353
2 5 8, 1.0
2 5 9, 1.0181058495821727
2 5 10, 1.0105263157894737
2 6 3, 1.0
2 6 4, 1.0
2 6 5, 1.0
2 6 6, 1.0078740157480315
2 6 7, 1.0052770448548813
2 6 8, 1.0
2 6 9, 1.0138568129330254
2 6 10, 1.0300751879699248
2 7 3, 1.0
2 7 4, 1.0
2 7 5, 1.0
2 7 6, 1.0
2 7 7, 1.0086767895878526
2 7 8, 1.0146726862302482
2 7 9, 1.0306878306878307
2 7 10, 1.0140449438202248
2 8 3, 1.0
2 8 4, 1.0
2 8 5, 1.0
2 8 6, 1.0036407766990292
2 8 7, 1.022633744855967
2 8 8, 1.0150234741784037
2 8 9, 1.018018018018018
2 8 10, 1.0193392425463337
2 9 3, 1.0
2 9 4, 1.0
2 9 5, 1.0
2 9 6, 1.0
2 9 7, 1.0326797385620916
2 9 8, 1.0233527939949958
2 9 9, 1.0262112787926927
2 9 10, 1.0251748251748252
2 10 3, 1.0
2 10 4, 1.0024213075060533
2 10 5, 1.0084541062801933
2 10 6, 1.007209062821833
2 10 7, 1.0048780487804878
2 10 8, 1.0212454212454212
2 10 9, 1.0199261992619926
2 10 10, 1.0189718482252141
3 3 3, 1.0
3 3 4, 1.0
3 3 5, 1.0
3 3 6, 1.0
3 3 7, 1.0582191780821917
3 3 8, 1.0580645161290323
3 3 9, 1.12
3 3 10, 1.0619946091644206
