2 2 3, 1.0, 0.029431000000000002
2 2 4, 1.0, 0.037779
2 2 5, 1.0, 0.013415000000000002
2 2 6, 1.0, 0.027047
2 2 7, 1.0, 0.016192
2 2 8, 1.0, 0.032245
2 2 9, 1.0, 0.022062000000000002
2 2 10, 1.0, 0.043677
2 3 3, 1.0, 0.020033000000000002
2 3 4, 1.0, 0.028204000000000003
2 3 5, 1.0, 0.08775300000000001
2 3 6, 1.0, 0.043862000000000005
2 3 7, 1.0, 0.9044080000000001
2 3 8, 1.0, 16.647085
2 3 9, 1.0, 0.06898
2 3 10, 1.0, 4.229716000000001
2 4 3, 1.0, 0.024997000000000002
2 4 4, 1.0, 0.034010000000000006
2 4 5, 1.0, 0.045539
2 4 6, 1.0, 0.057957
2 4 7, 1.0, 8.513893000000001
2 4 8, 1.0, 3.8768740000000004
2 4 9, 1.0, 3.8593970000000004
2 4 10, 1.0, 1.856522
2 5 3, 1.0, 0.033647
2 5 4, 1.0, 0.025183
2 5 5, 1.0, 0.063415
2 5 6, 1.0, 1.992302
2 5 7, 1.0, 33.752466000000005
2 5 8, 1.0093603744149766, 60.042410000000004
2 5 9, 1.0113798008534851, 60.02350500000001
2 5 10, 1.0, 0.096171
2 6 3, 1.0, 0.043335000000000005
2 6 4, 1.0, 0.09906200000000001
2 6 5, 1.0, 0.081593
2 6 6, 1.0, 0.055989000000000004
2 6 7, 1.0, 0.08358900000000001
2 6 8, 1.0121951219512195, 60.022977000000004
2 6 9, 1.0022650056625142, 60.03100800000001
2 6 10, 1.0021164021164022, 60.027727000000006
2 7 3, 1.0, 0.052624000000000004
2 7 4, 1.0, 3.767208
2 7 5, 1.0, 0.053128
2 7 6, 1.0, 6.543334000000001
2 7 7, 1.0086021505376344, 60.03143300000001
2 7 8, 1.007847533632287, 60.032285
2 7 9, 1.0, 36.517263
2 7 10, 1.0045620437956204, 60.026372
2 8 3, 1.0, 0.068111
2 8 4, 1.0, 0.322821
2 8 5, 1.0, 0.137028
2 8 6, 1.0, 24.418463000000003
2 8 7, 1.007121057985758, 60.031548
2 8 8, 1.0065116279069768, 60.035185000000006
2 8 9, 1.0303571428571427, 60.023745000000005
2 8 10, 1.0346729708431837, 60.028593
2 9 3, 1.0, 0.079935
2 9 4, 1.0, 0.057018000000000006
2 9 5, 1.0, 0.232851
