2 2 3, 1.0
2 2 4, 1.0
2 2 5, 1.0
2 2 6, 1.0
2 2 7, 1.0
2 2 8, 1.0
2 2 9, 1.0
2 2 10, 1.0
2 3 3, 1.0
2 3 4, 1.0
2 3 5, 1.0
2 3 6, 1.0
2 3 7, 1.0
2 3 8, 1.0
2 3 9, 1.0
2 3 10, 1.0
2 4 3, 1.0
2 4 4, 1.0
2 4 5, 1.0
2 4 6, 1.0
2 4 7, 1.0233050847457628
2 4 8, 1.0
2 4 9, 1.011965811965812
2 4 10, 1.00462249614792
2 5 3, 1.0
2 5 4, 1.0
2 5 5, 1.0
2 5 6, 1.0
2 5 7, 1.0
2 5 8, 1.0
2 5 9, 1.0102790014684289
2 5 10, 1.0167865707434052
2 6 3, 1.0
2 6 4, 1.0
2 6 5, 1.0
2 6 6, 1.0162074554294975
2 6 7, 1.016506189821183
2 6 8, 1.0
2 6 9, 1.028301886792453
2 6 10, 1.0
2 7 3, 1.0
2 7 4, 1.0
2 7 5, 1.0
2 7 6, 1.0
2 7 7, 1.0
2 7 8, 1.0045506257110353
2 7 9, 1.0060483870967742
2 7 10, 1.0258064516129033
2 8 3, 1.0
2 8 4, 1.0
2 8 5, 1.0
2 8 6, 1.0
2 8 7, 1.0145681581685744
2 8 8, 1.0182648401826484
2 8 9, 1.0096660808435853
2 8 10, 1.0222575516693164
2 9 3, 1.0
2 9 4, 1.0
2 9 5, 1.0
2 9 6, 1.0175644028103044
2 9 7, 1.0327272727272727
2 9 8, 1.023972602739726
2 9 9, 1.0183792815371764
2 9 10, 1.0199004975124377
2 10 3, 1.0
2 10 4, 1.0
2 10 5, 1.0
2 10 6, 1.011156186612576
2 10 7, 1.0
2 10 8, 1.013970588235294
2 10 9, 1.0
2 10 10, 1.022378516624041
3 3 3, 1.0
3 3 4, 1.0
3 3 5, 1.0
3 3 6, 1.0
3 3 7, 1.0
3 3 8, 1.0
3 3 9, 1.1061093247588425
3 3 10, 1.0653409090909092
3 4 3, 1.0
3 4 4, 1.0
3 4 5, 1.0
3 4 6, 1.0
