"0,0,F,0,","0,0,SEND_F,0,1","0,0,F,1,","0,0,SEND_F,1,1","0,0,F,2,","0,0,SEND_F,2,1","0,0,F,3,","0,0,SEND_F,3,1","0,0,RECV_B,3,1","0,0,B,3,","0,0,RECV_B,2,1","0,0,B,2,","0,0,RECV_B,1,1","0,0,B,1,","0,0,RECV_B,0,1","0,0,B,0,"
"1,1,RECV_F,0,0","1,1,F,0,","1,1,SEND_B,0,0","1,1,RECV_F,1,0","1,1,F,1,","1,1,SEND_B,1,0","1,1,RECV_F,2,0","1,1,F,2,","1,1,SEND_B,2,0","1,1,RECV_F,3,0","1,1,F,3,","1,1,B,3,","1,1,B,2,","1,1,B,1,","1,1,B,0,"
